FOI Number,FOI Date (Machine),FOI Date (Human),FOI Title,FOI URL,PDF INDEX,PDF COUNT,PDF URL,Processed
3207-2021,2021-11-26T12:00:00Z,26 November 2021,FOI request 3207 – Australian Injecting and Illicit Drug Users League,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3207-australian-injecting-and-illicit-drug-users-league,2,3,https://www.health.gov.au/sites/default/files/documents/2021/11/foi-request-3207-australian-injecting-and-illicit-drug-users-league-organisational-risk-assessment-australian-injecting-illicit-drug-users-league-aivl-july-2021.pdf,Downloaded
3207-2021,2021-11-26T12:00:00Z,26 November 2021,FOI request 3207 – Australian Injecting and Illicit Drug Users League,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-3207-australian-injecting-and-illicit-drug-users-league,3,3,https://www.health.gov.au/sites/default/files/documents/2021/11/foi-request-3207-australian-injecting-and-illicit-drug-users-league-organisational-risk-assessment-australian-injecting-illicit-drug-users-league-aivl-october-2021.pdf,Downloaded
2519-2021,2021-11-26T12:00:00Z,26 November 2021,FOI request 2519 – COVID-19 report of 2020 Influenza Evaluation and Covid vaccine system readiness review,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2519-covid-19-report-of-2020-influenza-evaluation-and-covid-vaccine-system-readiness-review,1,1,https://www.health.gov.au/sites/default/files/documents/2021/11/foi-request-2519-covid-19-report-of-2020-influenza-evaluation-and-covid-vaccine-system-readiness-review-evaluation-of-the-2020-influenza-season-and-assessment-of-system-readiness-for-a-covid-19-vaccine.pdf,Downloaded
2987-2021,2021-11-24T12:00:00Z,24 November 2021,FOI request 2987 – release documents – NT Centre for National Resilience,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2987-release-documents-nt-centre-for-national-resilience,1,1,https://www.health.gov.au/sites/default/files/documents/2021/11/foi-request-2987-release-documents-nt-centre-for-national-resilience-audit-review-summary-northern-territory-centre-for-national-resilience.pdf,Downloaded
2718-2021,2021-10-28T12:00:00Z,28 October 2021,FOI 2718 – release documents – COVID-19 reports,https://www.health.gov.au/resources/foi-disclosure-log/foi-2718-release-documents-covid-19-reports,1,1,https://www.health.gov.au/sites/default/files/documents/2022/05/foi-2718-release-documents-covid-19-reports.pdf,Downloaded
2508-2021,2021-10-21T12:00:00Z,21 October 2021,FOI 2508 – release documents – Act-Belong commit mental health promotion campaign,https://www.health.gov.au/resources/foi-disclosure-log/foi-2508-release-documents-act-belong-commit-mental-health-promotion-campaign,1,1,https://www.health.gov.au/sites/default/files/documents/2022/06/foi-2508-release-documents-act-belong-commit-mental-health-promotion-campaign.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,1,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitations-email-from-tokyo-post-re-scheduling-of-meetings-with-aged-care-counterparts.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,2,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitations-email-from-minister-colbeck-s-office-to-tokyo-post-re-schedule-of-meetings.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,3,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitations-email-tokyo-visit-post-meeting-updates-and-questions.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,4,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitations-email-tokyo-visit-post-meeting-updates-and-questions_0.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,5,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-4---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,6,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitations-email-from-tokyo-post-re-scheduling-of-meetings-with-aged-care-counterparts_0.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,7,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-6---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,8,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitation---email-from-tokyo-post-re-scheduling-of-meetings-with-aged-care-counterparts.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,9,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-8---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,10,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitation---email-tokyo-visit-post-updates-13-july-2021.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,11,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-10---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,12,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitation---email-tokyo-visit-post-updates-14-july-2021.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,13,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-12---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,14,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitation---email-tokyo-visit-post-meeting-updates-and-travel-preparations-15-july-2021.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,15,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-14---draft-program-tokyo-visit.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,16,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-meeting-invitation---email-updated-brief-18-july-2021.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,17,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-attachment-to-document-14---draft-program-tokyo-visit_0.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,18,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-event-brief---minister-colbeck-briefing-pack-for-tokyo-olympic-games.pdf,Downloaded
2761-2021,2021-10-19T12:00:00Z,19 October 2021,"FOI request 2761 – Minister for Senior Australians - Emails, Event Briefs & Itineraries",https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2761-minister-for-senior-australians-emails-event-briefs-itineraries,19,19,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-request-2761-minister-for-senior-australians---emails-event-briefs-itineraries-emails-with-attached-updated-tokyo-brief.pdf,Downloaded
2468-2021,2021-10-18T12:00:00Z,18 October 2021,FOI request 2468 – release documents – Value in Prescribing biological disease modifying anti-rheumatic drugs,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs,1,5,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-standard-grant-agreement-between-the-commonwealth-represented-by-department-of-health-and-national-prescribing-servi.pdf,Downloaded
2468-2021,2021-10-18T12:00:00Z,18 October 2021,FOI request 2468 – release documents – Value in Prescribing biological disease modifying anti-rheumatic drugs,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs,2,5,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-deed-of-variation.pdf,Downloaded
2468-2021,2021-10-18T12:00:00Z,18 October 2021,FOI request 2468 – release documents – Value in Prescribing biological disease modifying anti-rheumatic drugs,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs,3,5,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-standard-grant-agreement-between-the-commonwealth-represented-by-department-of-health-and-national-prescribing-servi_0.pdf,Downloaded
2468-2021,2021-10-18T12:00:00Z,18 October 2021,FOI request 2468 – release documents – Value in Prescribing biological disease modifying anti-rheumatic drugs,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs,4,5,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs---expenditure-report-revised-fy20-21.pdf,Downloaded
2468-2021,2021-10-18T12:00:00Z,18 October 2021,FOI request 2468 – release documents – Value in Prescribing biological disease modifying anti-rheumatic drugs,https://www.health.gov.au/resources/foi-disclosure-log/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs,5,5,https://www.health.gov.au/sites/default/files/documents/2022/02/foi-request-2468-release-documents-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-value-in-prescribing-biological-disease-modifying-anti-rheumatic-drugs-8th-performance-report.pdf,Downloaded
2455-2022,2021-10-16T12:00:00Z,16 October 2021,FOI 2455 – release documents – COVID-19 multicultural data,https://www.health.gov.au/resources/foi-disclosure-log/foi-2455-release-documents-covid-19-multicultural-data,1,1,https://www.health.gov.au/sites/default/files/documents/2022/06/foi-2455-release-documents-covid-19-multicultural-data-foi-2455-documents-released.pdf,Downloaded
2922-2021,2021-10-13T12:00:00Z,13 October 2021,FOI 2922 – release documents – COVID-19 and Face Masks,https://www.health.gov.au/resources/foi-disclosure-log/foi-2922-release-documents-covid-19-and-face-masks,1,1,https://www.health.gov.au/sites/default/files/documents/2022/05/foi-2922-release-documents-covid-19-and-face-masks.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,1,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-clarification-moderna-in-september.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,2,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-exact-astra-pfizer-vax-numbers.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,3,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-exact-astra-pfizer-vax-numbers.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,4,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-exact-astra-pfizer-vax-numbers_0.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,5,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-for-response-clarification-moderna-in-september.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,6,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,7,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_0.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,8,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_1.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,9,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_2.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,10,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-fw-request-vaccine-surplus-breakdown.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,11,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-fw-request-vaccine-surplus-breakdown_0.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,12,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_3.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,13,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_4.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,14,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_5.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,15,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_6.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,16,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_7.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,17,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_8.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,18,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_9.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,19,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-request-vaccine-surplus-breakdown_10.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,20,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,21,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain---fw-voc-update-on-supply-production-numbers.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,22,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers_0.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,23,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers_1.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,24,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers_2.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,25,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers_3.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,26,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-fw-voc-update-on-supply-production-numbers_4.pdf,Downloaded
2691-2021,2021-10-12T12:00:00Z,12 October 2021,FOI 2691 – release documents – Emails and attached documents – VOC and media team – COVID-19 vaccine,https://www.health.gov.au/resources/foi-disclosure-log/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine,27,63,https://www.health.gov.au/sites/default/files/documents/2021/12/foi-2691-release-documents-emails-and-attached-documents-voc-and-media-team-covid-19-vaccine-foi-2691-email-chain-document-fw-voc-update-on-supply-production-numbers.pdf,Downloaded
